tx_id,source_id,target_id,amount,currency,timestamp,channel,reference_no,flagged_anomaly
TX0250,P296,P032,4572,INR,2026-02-06 08:03:00,NEFT,REF00000250,FALSE
TX0251,P421,P466,11486,INR,2026-05-29 03:19:00,IMPS,REF00000251,FALSE
TX0252,P408,P356,13676,INR,2026-06-19 04:48:00,IMPS,REF00000252,FALSE
TX0253,P214,P462,2833,INR,2026-08-01 19:11:00,NEFT,REF00000253,FALSE
TX0254,P067,P138,18997,INR,2026-05-26 07:26:00,UPI,REF00000254,FALSE
TX0255,P050,P248,1778,INR,2026-07-26 21:23:00,Bank Transfer,REF00000255,FALSE
TX0256,P405,P049,15240,INR,2026-06-03 16:56:00,NEFT,REF00000256,FALSE
TX0257,P170,P039,16332,INR,2026-06-19 22:05:00,UPI,REF00000257,FALSE
TX0258,P067,P453,5499,INR,2026-03-16 20:52:00,UPI,REF00000258,FALSE
TX0259,P129,P361,11969,INR,2026-03-25 17:47:00,NEFT,REF00000259,FALSE
TX0260,P232,P259,5813,INR,2026-06-10 08:31:00,IMPS,REF00000260,FALSE
TX0261,P337,P070,11070,INR,2026-03-11 00:43:00,Bank Transfer,REF00000261,FALSE
TX0262,P031,P317,12077,INR,2026-08-03 02:30:00,Bank Transfer,REF00000262,FALSE
TX0263,P273,P138,17674,INR,2026-07-25 08:33:00,IMPS,REF00000263,FALSE
TX0264,P402,P121,12321,INR,2026-07-02 18:48:00,IMPS,REF00000264,FALSE
TX0265,P090,P235,6116,INR,2026-08-14 12:23:00,Bank Transfer,REF00000265,FALSE
TX0266,P111,P322,24248,INR,2026-05-04 14:09:00,IMPS,REF00000266,FALSE
TX0267,P457,P351,21046,INR,2026-01-06 18:54:00,Bank Transfer,REF00000267,FALSE
TX0268,P359,P462,8853,INR,2026-01-11 22:15:00,Bank Transfer,REF00000268,FALSE
TX0269,P295,P258,13636,INR,2026-06-04 06:14:00,Bank Transfer,REF00000269,FALSE
TX0270,P366,P311,17818,INR,2026-04-23 06:16:00,IMPS,REF00000270,FALSE
TX0271,P147,P274,9871,INR,2026-04-08 01:17:00,Bank Transfer,REF00000271,FALSE
TX0272,P347,P233,8641,INR,2026-08-02 04:29:00,Bank Transfer,REF00000272,FALSE
TX0273,P164,P371,13374,INR,2026-05-07 06:24:00,Bank Transfer,REF00000273,FALSE
TX0274,P364,P123,20252,INR,2026-01-29 04:41:00,IMPS,REF00000274,FALSE
TX0275,P339,P233,13779,INR,2026-03-02 10:43:00,Bank Transfer,REF00000275,FALSE
TX0276,P243,P128,11427,INR,2026-03-24 04:36:00,Bank Transfer,REF00000276,FALSE
TX0277,P439,P160,597,INR,2026-05-23 03:37:00,Bank Transfer,REF00000277,FALSE
TX0278,P029,P437,3919,INR,2026-05-30 15:28:00,IMPS,REF00000278,FALSE
TX0279,P100,P126,9352,INR,2026-01-22 12:25:00,UPI,REF00000279,FALSE
TX0280,P135,P354,4864,INR,2026-02-03 10:44:00,NEFT,REF00000280,FALSE
TX0281,P204,P354,6930,INR,2026-04-03 23:56:00,NEFT,REF00000281,FALSE
TX0282,P091,P498,14118,INR,2026-03-19 02:33:00,IMPS,REF00000282,FALSE
TX0283,P088,P410,17807,INR,2026-07-22 15:41:00,IMPS,REF00000283,FALSE
TX0284,P094,P455,7615,INR,2026-03-12 23:34:00,NEFT,REF00000284,FALSE
TX0285,P236,P017,9783,INR,2026-04-11 11:10:00,NEFT,REF00000285,FALSE
TX0286,P187,P186,23981,INR,2026-02-12 16:03:00,NEFT,REF00000286,FALSE
TX0287,P105,P139,10018,INR,2026-02-23 15:06:00,UPI,REF00000287,FALSE
TX0288,P040,P054,15808,INR,2026-05-04 14:53:00,NEFT,REF00000288,FALSE
TX0289,P456,P295,9182,INR,2026-04-17 16:30:00,NEFT,REF00000289,FALSE
TX0290,P245,P329,9964,INR,2026-03-02 16:39:00,UPI,REF00000290,FALSE
TX0291,P324,P284,17915,INR,2026-04-19 23:10:00,Bank Transfer,REF00000291,FALSE
TX0292,P439,P321,10338,INR,2026-05-18 19:57:00,Bank Transfer,REF00000292,FALSE
TX0293,P259,P057,12528,INR,2026-01-28 03:48:00,Bank Transfer,REF00000293,FALSE
TX0294,P320,P057,4531,INR,2026-05-29 12:01:00,NEFT,REF00000294,FALSE
TX0295,P386,P252,21526,INR,2026-08-11 06:12:00,Bank Transfer,REF00000295,FALSE
TX0296,P462,P129,22147,INR,2026-05-22 01:06:00,NEFT,REF00000296,FALSE
TX0297,P092,P301,20037,INR,2026-07-02 10:45:00,IMPS,REF00000297,FALSE
TX0298,P089,P130,14948,INR,2026-03-16 09:10:00,NEFT,REF00000298,FALSE
